cap,city,description,details,price,title,url
 1227, Carouge GE,", Carouge GE - le calme proche du vieux Carouge","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 5 ', ' Piano ': ' 4° piano ', ' Anno di costruzione ': ' 2004 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4557619 ', ' Numero oggetto ': ' ..401a6356-e87c-47c8-886e-21fd3b3a8e87 '}", 2'595'000.– ,Attico 5 Locali,
 1212, Grand-Lancy,", Grand-Lancy - Grand Lancy - Charmant appartement PPE en exclusivité","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 2019 ', ' Codice immobile ': ' 4818266 ', ' Numero oggetto ': ' ..8fa4e1c4-ce08-44a9-8ea1-fd5c96b0c8dd '}", 1'290'000.– ,Appartamento 4 Locali,
" Route de Florissant,", 1206,", Genève - #3335395 / Attikawohnung / CH-1206 Genève / CHF 4'250'000.-","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Codice immobile ': ' 4818646 ', ' Numero oggetto ': ' ..d4daa3a9-73d9-47c1-8b8f-23992e09dec5 '}", 4'250'000.– ,Attico 5 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - En exclusivité! Charmante villa jumelle d'architecte proche des Nat...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 100 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1958 ', ' Codice immobile ': ' 4822818 ', ' Numero oggetto ': ' ..56af890e-a935-4fe9-9686-f10fef1654e0 '}", 1'650'000.– ,Casa monofamiliare 6 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - En Duplex, Lumineux et convivial","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 132 m', ' Locali ': ' 5 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 2005 ', ' Codice immobile ': ' 4822431 ', ' Numero oggetto ': ' ..1abb571d-bd05-47b0-80e1-c06a4a7083f0 '}", 1'370'000.– ,Appartamento 5 Locali,
 1209, Genève,", Genève - Splendide penthouse de 400m2 avec vue lac","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 403 m', ' Locali ': ' 9 ', ' Piano ': ' 8° piano ', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 1975 ', ' Ultima ristrutturazione ': ' 2007 ', ' Codice immobile ': ' 4566647 ', ' Numero oggetto ': ' ..2da5f14c-3c50-4d73-b5b0-a21dcfb1c415 '}", 5'990'000.– ,Attico 9 Locali,
 1227, Carouge GE,", Carouge GE - Rare - secteur Proche Pinchat- maison climatisée piscinable","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 280 m', ' Locali ': ' 7 ', ' Codice immobile ': ' 4554788 ', ' Numero oggetto ': ' ..c092e90a-65cf-4b98-af79-ae0495dfa4a3 '}", 2'499'000.– ,Casa monofamiliare 7 Locali,
 1292, Chambésy,", Chambésy - Villa exceptionnelle - Chambésy","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6 ', ' Codice immobile ': ' 4819723 ', ' Numero oggetto ': ' ..d79f1073-1a1c-4bee-ae1b-1d9f63ae4092 '}", 2'790'000.– ,Casa monofamiliare 6 Locali,
" Route de Malagnou,", 1208,", Genève - #3298639 / Durchgehende Wohnung / CH-1208 Genève / CHF 5'300'000.-","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 2021 ', ' Codice immobile ': ' 4859422 ', ' Numero oggetto ': ' ..9ac79545-3ce0-4713-9da1-b03458d75b92 '}", 5'300'000.– ,Appartamento 8 Locali,
 1204, Genève,", Genève - Duplex en vieille ville","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 211 m', ' Locali ': ' 5 ', ' Piano ': ' 5° piano ', ' Piani della casa ': ' 5 ', ' Anno di costruzione ': ' 1783 ', ' Ultima ristrutturazione ': ' 2014 ', ' Condizioni ': ' Vecchia costruzione ', ' Codice immobile ': ' 4557146 ', ' Numero oggetto ': ' ..362f469f-adf2-4852-9cbb-ced706080766 '}", su richiesta ,Appartamento su due piani 5 Locali,
 1205, Genève,", Genève - Luxueux appartement avec vue sur le Rhône","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 281 m', ' Locali ': ' 7 ', ' Piano ': ' 4° piano ', ' Anno di costruzione ': ' 1930 ', ' Ultima ristrutturazione ': ' 2008 ', ' Codice immobile ': ' 4560214 ', ' Numero oggetto ': ' ..ae0c9a1d-8a1f-402b-ac9b-785e7ff618a5 '}", 6'800'000.– ,Appartamento 7 Locali,
 1205, Genève,", Genève - Appartement de standing à la Rue de Candolle","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 85 m', ' Locali ': ' 3 ', ' Anno di costruzione ': ' 1900 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4805078 ', ' Numero oggetto ': ' ..fe50166c-1505-41cd-bbe1-39b867696d3e '}", 1'700'000.– ,Appartamento 3 Locali,
 1203, Genève,", Genève - Magnifique appartement attique en duplex aux prestations luxueuses","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 264 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 2010 ', ' Codice immobile ': ' 4822790 ', ' Numero oggetto ': ' ..5f2c184b-3fcc-4aec-a942-e9d6ccc40af5 '}", su richiesta ,Attico 8 Locali,
 1205, Genève,", Genève - A 5 minutes à pied de la vieille ville - Appartement loué","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 2.5 ', ' Codice immobile ': ' 4566973 ', ' Numero oggetto ': ' ..406dd714-1747-4fc9-8be8-57bb34ab8cbd '}", 750'000.– ,Appartamento 2.5 Locali,
 1223, Cologny,", Cologny - Projet neuf Penthouse Cologny","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 450 m', ' Locali ': ' 18 ', ' Anno di costruzione ': ' 2023 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4558879 ', ' Numero oggetto ': ' ..81a2b86a-953d-45d2-b251-ff0829e8d02f '}", su richiesta ,Attico 18 Locali,
 1208, Genève,", Genève - Superbe maison de Maître située en plein centre ville de Genève","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 410 m', ' Locali ': ' 15 ', ' Anno di costruzione ': ' 1910 ', ' Codice immobile ': ' 4550488 ', ' Numero oggetto ': ' ..4955cdd9-7c98-48de-8c5c-e915f5852a27 '}", su richiesta ,Casa monofamiliare 15 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - En exclusivité! Charmante villa jumelle d'architecte proche des Nat...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 100 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1958 ', ' Codice immobile ': ' 4822820 ', ' Numero oggetto ': ' ..b0c263aa-c522-4aae-bee7-c865c5bf8ebd '}", 1'650'000.– ,Casa monofamiliare 6 Locali,
 1216, Cointrin,", Cointrin - Maison individuelle à rénover","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 172 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 1970 ', ' Codice immobile ': ' 4806092 ', ' Numero oggetto ': ' ..0f869869-d15e-46c9-bc36-56760438f945 '}", 2'200'000.– ,Casa monofamiliare 8 Locali,
 1212, Grand-Lancy,", Grand-Lancy - Viager occupé au Grand-Lancy. Centre ville de Geneve à 5km.","{' Tipo di oggetto ': ' Casa bifamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 100 m', ' Locali ': ' 4 ', ' Anno di costruzione ': ' 2001 ', ' Codice immobile ': ' 3525046 ', ' Numero oggetto ': ' ..1f360fb5-c61b-4f26-ada9-2085a1e602e0 '}", 1'130'000.– ,Casa bifamiliare 4 Locali,
 1208, Genève,", Genève - Splendide appartement rénové au coeur de Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 168 m', ' Locali ': ' 7.5 ', ' Piano ': ' 2° piano ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4858544 ', ' Numero oggetto ': ' ..e7e3c0e2-8e49-4383-919f-c5f56479ce32 '}", 2'900'000.– ,Appartamento 7.5 Locali,
 1213, Petit-Lancy,", Petit-Lancy - Magnifique attique de 208m2","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 208 m', ' Locali ': ' 7 ', ' Piano ': ' 4° piano ', ' Anno di costruzione ': ' 2005 ', ' Codice immobile ': ' 4584930 ', ' Numero oggetto ': ' ..0a8dc96a-d346-44f5-bf62-e2f83f24a2af '}", 2'340'000.– ,Attico 7 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Appartement 6 pièces de 270 m² avec large terrasse au Grand-Saconnex","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 270 m', ' Locali ': ' 6 ', ' Codice immobile ': ' 4819728 ', ' Numero oggetto ': ' ..86f6c0c1-c38b-439c-8b03-fb4650d7681c '}", 4'950'000.– ,Appartamento 6 Locali,
 1206, Genève,", Genève - Lumineux 4 pièces","{' Tipo di oggetto ': ' Mansarda ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 146 m', ' Locali ': ' 4 ', ' Piano ': ' 5° piano ', ' Piani della casa ': ' 6 ', ' Anno di costruzione ': ' 1900 ', ' Ultima ristrutturazione ': ' 2011 ', ' Codice immobile ': ' 4589878 ', ' Numero oggetto ': ' ..4417c7bd-d7da-4d12-8156-23d96923669f '}", 2'490'000.– ,Mansarda 4 Locali,
 1231, Conches,", Conches - Magnifique appartement de standing avec terrasse et jardin!","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 105 m', ' Locali ': ' 4 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 2022 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4578806 ', ' Numero oggetto ': ' ..38abe04d-bb5b-41bb-a16f-ea272bbd9335 '}", 1'615'000.– ,Appartamento 4 Locali,
" Avenue de Champel,", 1206,", Genève - Champel - Appartement parisien 8 pieces à rénover","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 320 m', ' Locali ': ' 8 ', ' Piano ': ' 2° piano ', ' Ultima ristrutturazione ': ' 2021 ', ' Codice immobile ': ' 4791870 ', ' Numero oggetto ': ' ..592e2ba1-1a7f-4b2d-a289-99440467406c '}", su richiesta ,Appartamento 8 Locali,
 1206, Genève,", Genève - Superbe appartement traversant de 6 pièces au coeur de Champel","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 168 m', ' Locali ': ' 6 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1935 ', ' Ultima ristrutturazione ': ' 2010 ', ' Codice immobile ': ' 4372568 ', ' Numero oggetto ': ' ..f32c4988-04fa-4569-b4a3-7e673f4c457b '}", 2'390'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Beau 3 pièces avec jardin","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 66 m', ' Locali ': ' 3 ', ' Anno di costruzione ': ' 1970 ', ' Ultima ristrutturazione ': ' 2016 ', ' Codice immobile ': ' 4808933 ', ' Numero oggetto ': ' ..dbdee82e-242a-44a9-827a-8194f4baac36 '}", 1'140'000.– ,Appartamento 3 Locali,
 1223, Cologny,", Cologny - RÉSIDENCE PRIVÉE - Propriété avec vue lac - 5 chambres - Jardin","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 436 m', ' Locali ': ' 7 ', ' Piani della casa ': ' 1 ', ' Anno di costruzione ': ' 2011 ', ' Codice immobile ': ' 4388847 ', ' Numero oggetto ': ' ..c179b196-6f66-4472-b605-1549550824da '}", 9'900'000.– ,Casa monofamiliare 7 Locali,
 1209, Genève,", Genève - RIVE DROITE A PROXIMITÉ DU QUARTIER DES NATIONS","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 261 m', ' Locali ': ' 6 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 2014 ', ' Codice immobile ': ' 4571288 ', ' Numero oggetto ': ' ..3d5ed280-51b2-4ea6-905c-71fb45376802 '}", su richiesta ,Appartamento 6 Locali,
 1201, Genève,", Genève - MAGNIFICENT” 8 room apartment of 317 interior m2 and an additional ...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 317 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 1984 ', ' Ultima ristrutturazione ': ' 2000 ', ' Codice immobile ': ' 4386818 ', ' Numero oggetto ': ' ..461ea56e-a52a-4f8d-b3be-bbd9fbdcf7bf '}", 4'700'000.– ,Appartamento 8 Locali,
 1227, Carouge GE,", Carouge GE - Superbe attique, hauts plafonds à Carouge!","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 240 m', ' Locali ': ' 5 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1985 ', ' Ultima ristrutturazione ': ' 2017 ', ' Codice immobile ': ' 4592146 ', ' Numero oggetto ': ' ..1d9c3393-8583-41ab-b8d2-59ae394c06f9 '}", 2'690'000.– ,Attico 5 Locali,
" Avenue de Champel,", 1206,", Genève - #3318047 / Eigentumswohnung / CH-1206 Genève / CHF 3'200'000.-","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 210 m', ' Locali ': ' 8 ', ' Ultima ristrutturazione ': ' 2009 ', ' Codice immobile ': ' 4369963 ', ' Numero oggetto ': ' ..04966760-6575-41f7-900a-657e78d13412 '}", 3'200'000.– ,Appartamento 8 Locali,
 1206, Genève,", Genève - Lumineux 8 pièces à Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 183 m', ' Locali ': ' 8 ', ' Piano ': ' 7° piano ', ' Anno di costruzione ': ' 1960 ', ' Codice immobile ': ' 4579368 ', ' Numero oggetto ': ' ..0fe2219d-ce0c-422d-950b-92b04d224e52 '}", 3'400'000.– ,Appartamento 8 Locali,
 1206, Genève,", Genève - Lumineux et spacieux appartement traversant, situation privilégiée","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 210 m', ' Locali ': ' 8 ', ' Ultima ristrutturazione ': ' 2009 ', ' Codice immobile ': ' 4389517 ', ' Numero oggetto ': ' ..915bcd8f-9542-4e23-ae23-57398849c18c '}", 3'200'000.– ,Appartamento 8 Locali,
 1206, Genève,", Genève - Bel appartement situé au coeur de Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 135 m', ' Locali ': ' 4 ', ' Piano ': ' 6° piano ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4375542 ', ' Numero oggetto ': ' ..058b28e2-4e62-42e1-b433-db61de8ab521 '}", 2'990'000.– ,Appartamento 4 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Unverbauter Blick - Traum-Villa in Nizza Mont Alban","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 6 ', ' Codice immobile ': ' 4425137 ', ' Numero oggetto ': ' ..a9d09c90-faf8-495d-a608-834f0e956ab4 '}", 1'250'000.– ,Villa 6 Locali,
 1202, Genève,", Genève - Belle maison individuelle en ville","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 430 m', ' Locali ': ' 10 ', ' Anno di costruzione ': ' 1830 ', ' Ultima ristrutturazione ': ' 2004 ', ' Codice immobile ': ' 4427407 ', ' Numero oggetto ': ' ..79675c69-6b24-4e50-bd55-bbdc3e2f2fe4 '}", su richiesta ,Villa 10 Locali,
 1202, Genève,", Genève - Vente en société immobilière d?actionnaires-locataires (SIAL)","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 2.5 ', ' Codice immobile ': ' 4346447 ', ' Numero oggetto ': ' ..cb24aef3-203f-4727-8cb1-6a658a3cc14f '}", 490'000.– ,Appartamento 2.5 Locali,
 1202, Genève,", Genève - Appartement de 3 chambres à rénover - Prix discutable !","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 150 m', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 1985 ', ' Codice immobile ': ' 4832632 ', ' Numero oggetto ': ' ..255c2bed-da88-42fc-ae81-e0ffe7d63c18 '}", 1'999'000.– ,Appartamento 5 Locali,
 1223, Cologny,", Cologny - Baigné de lumière","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 143 m', ' Locali ': ' 7 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 2 ', ' Codice immobile ': ' 4447410 ', ' Numero oggetto ': ' ..fe6ae9a5-477f-4c87-b462-aaf86a232e8a '}", 4'160'000.– ,Appartamento 7 Locali,
 1227, Les Acacias,", Les Acacias - Appartement - Les Acacias","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Codice immobile ': ' 4832738 ', ' Numero oggetto ': ' ..4f8702b6-16a6-4239-9804-a8a9d5650abb '}", 1'195'000.– ,Appartamento 4 Locali,
 1292, Chambésy,", Chambésy - Villa sur plan Chambésy","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 168 m', ' Locali ': ' 5 ', ' Codice immobile ': ' 4832934 ', ' Numero oggetto ': ' ..c28dc6ca-152c-443e-9911-232e7a1ccdfd '}", 2'650'000.– ,Casa monofamiliare 5 Locali,
" Route de Malagnou,", 1208,", Genève - Grandiose appartement de 344m2 au coeur de Malagnou","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 344 m', ' Locali ': ' 9 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1990 ', ' Ultima ristrutturazione ': ' 2017 ', ' Codice immobile ': ' 4454235 ', ' Numero oggetto ': ' ..773bad12-7a5a-4822-9015-3b30e79664d1 '}", 7'000'000.– ,Appartamento 9 Locali,
 1227, Carouge GE,", Carouge GE - Vaste appartement dans le vieux Carouge avec cachet","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 240 m', ' Locali ': ' 5 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1985 ', ' Ultima ristrutturazione ': ' 2002 ', ' Codice immobile ': ' 4405323 ', ' Numero oggetto ': ' ..210245c3-d368-476f-8175-49a688c37a32 '}", 2'690'000.– ,Appartamento 5 Locali,
 1207, Genève,", Genève - EXCLUSIVITÉ & UNIQUE ! Superbe duplex de 5.5 pièces sis dans le pre...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 180 m', ' Locali ': ' 5.5 ', ' Piano ': ' 6° piano ', ' Piani della casa ': ' 2 ', ' Codice immobile ': ' 4832366 ', ' Numero oggetto ': ' ..a77a5bd7-a9ac-49de-9b28-7dbb93f21921 '}", 1'980'000.– ,Appartamento 5.5 Locali,
 1223, Cologny,", Cologny - Propriété luxueuse et contemporaine à Cologny","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 480 m', ' Locali ': ' 11 ', ' Codice immobile ': ' 4833837 ', ' Numero oggetto ': ' ..4f717cae-4028-468b-9883-500c4ca3529b '}", su richiesta ,Casa monofamiliare 11 Locali,
 1292, Chambésy,", Chambésy - Résidence Haute Gamme - Nouvel Appartement - Duplex - Espace jardin...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 8 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 2022 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4833841 ', ' Numero oggetto ': ' ..7e048da1-595f-44a3-b9ff-f7556a41ff22 '}", 2'280'000.– ,Appartamento 8 Locali,
" Route de Pregny,", 1292,", Chambésy - TRES BELLE MAISON CONTEMPORAINE FAMILIALE 380 m2 AVEC VUE SUR LA CA...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 380 m', ' Locali ': ' 8 ', ' Codice immobile ': ' 4834162 ', ' Numero oggetto ': ' ..d9d63397-d037-4905-9949-357c141efc7d '}", 4'770'000.– ,Casa monofamiliare 8 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Magnifique appartement lumineux et traversant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 274 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 1968 ', ' Codice immobile ': ' 4455914 ', ' Numero oggetto ': ' ..2d4242fd-b134-45dc-b017-12d6ead8757d '}", 2'365'000.– ,Appartamento 8 Locali,
 1223, Cologny,", Cologny - Superbe villa contemporaine vue lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 550 m', ' Locali ': ' 10 ', ' Codice immobile ': ' 4579747 ', ' Numero oggetto ': ' ..61810ad9-98bc-4a8d-bf59-aaf21645e063 '}", su richiesta ,Casa monofamiliare 10 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Bel appartement avec terrasses dans une résidence avec piscines","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 125 m', ' Locali ': ' 4.5 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1973 ', ' Codice immobile ': ' 4807207 ', ' Numero oggetto ': ' ..efa552c9-2993-4a06-af00-9925a572ceca '}", 1'790'000.– ,Appartamento 4.5 Locali,
